ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
9437296715643776,Haidée Cristina Câmara Lima,Lima,"LIMA, H. C. C.",Moscou,,"Possui graduação em Artes Plásticas pela Universidade de São Paulo (1997) e Mestrado em Design pela CESAR School (2017). Atualmente é designer do Centro de Estudos e Sistemas Avançados do Recife e professora do Curso de Design da CESAR School. Tem experiência na área de Artes, com ênfase em Gravura, e Design, com ênfase em design de interface.",03-04-2020,Centro de Estudos e Sistemas Avançados do Recife,
