NATUREZA,TITULO,ANO,PAIS,IDIOMA,NOME-DO-CANDIDATO,CODIGO_INSTITUICAO,NOME-DA-INSTITUICAO,CODIGO-CURSO,NOME-DO-CURSO
Curso de aperfeiçoamento/especialização,Mudando o papel do leiturista e fortalecendo o processo de inspeção de unidades consumidoras de energia elétrica através de melhorias promovidas pela inserção de dispositivo móvel nos processos de leitura e entrega de conta,2012,Brasil,Português,Djalma Antonio dos Passos Filho,091400000001,Centro de Estudos e Sistemas Avançados do Recife,90000003,TECNOLOGIAS PARA DES. DE APLICAÇÕES MÓVEIS
Curso de aperfeiçoamento/especialização,DISPOSITIVOS MÓVEIS COMO INTERFACE COMUNICAÇÃO FÍSICA: DISPOSITIVOS ANDROID COMO INTERFACE DE COMUNICAÇÃO  COM ELEVADORES,2012,Brasil,Português,FÁBIO RODRIGUES DE LIMA,091400000001,Centro de Estudos e Sistemas Avançados do Recife,90000003,TECNOLOGIAS PARA DES. DE APLICAÇÕES MÓVEIS
Curso de aperfeiçoamento/especialização,Automação Residencial com Android e Arduino,2013,Brasil,Português,Paulo Lins,091400000001,Centro de Estudos e Sistemas Avançados do Recife,90000003,TECNOLOGIAS PARA DES. DE APLICAÇÕES MÓVEIS
Curso de aperfeiçoamento/especialização,Um Famework de Automação Residencial Baseado em baixo custo e comunicação sem fio,2013,Brasil,Português,Frank Coelho Barbosa Junior,091400000001,Centro de Estudos e Sistemas Avançados do Recife,90000003,TECNOLOGIAS PARA DES. DE APLICAÇÕES MÓVEIS
