NATUREZA,TITULO,ANO,PAIS,IDIOMA,NOME-DO-CANDIDATO,CODIGO_INSTITUICAO,NOME-DA-INSTITUICAO,NOME-DO-CURSO
Graduação,ENSINO REMOTO EM TEMPOS DE PANDEMIA: UM RETRATO DOS  DESAFIOS E ESTRATÉGIAS NA CIDADE DE LIVRAMENTO-PB,2020,Brasil,Português,Gildivian Germeson Ferreira da Silva,008300000001,Universidade Federal da Paraíba,Ciência da Computação
