ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
8727341617324704,Luiz Fernando Fonsêca Pinheiro de Lima,Lima,"LIMA, L. F. F. P.;LIMA, LUIZ FERNANDO FONSÊCA PINHEIRO DE",João Pessoa,PB,"Bacharel em Ciência da Computação (2019) e Mestre em Informática (2022) pela Universidade Federal da Paraíba, também Especializado em Docência do Ensino Superior (2022) pela Faculdade Descomplica. Atuo como Cientista de Dados no CESAR, trabalhando em projetos de pesquisa e inovação com dados. Também membro do grupo de pesquisa Ethics in AI (CI/UFPB), idealizado por mim em conjunto com meus orientadores. Atualmente meus tópicos de interesse são Ética em Inteligência Artificial e Aprendizado de Máquina, Vieses e Discriminações Algorítmicas e Ciência de Dados.",04-12-2022,,https://orcid.org/0000-0003-1992-6316
