ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
8487456526996494,Petrônio Gomes Lopes Júnior,Júnior,"LOPES JÚNIOR, P. G.",Recife,PE,"Formado em Ciência da Computação pela UFPE em 2009, tendo concluído o mestrado em 2012 e o Doutorado na mesma instituição em 2017, com interesse principalmente na área de redes de computadores. Em especial, temas relacionados a Redes Definidas por Software e em pesquisas na área de aprendizagem de máquina aplicadas à redes de computadores.",15-12-2022,,
