NATUREZA,TITULO,ANO,PAIS,IDIOMA,NOME-DO-CANDIDATO,CODIGO_INSTITUICAO,NOME-DA-INSTITUICAO,NOME-DO-CURSO
Graduação,Pointeligente: o papel da publicidade na viabilização de projetos de objetos urbanos conectados,2016,Brasil,Português,Thiago Santana e Dimitri Fernandes,JM1U00000000,Centro Universitário Boa Viagem,Comunicação Social - Publicidade e Propaganda
