ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
6694205854000137,Georgia Pinto Barbosa,Barbosa,"BARBOSA, G. P.",Recife,PE,"Possui Graduação em Ciência da Computação pela Universidade Federal de Pernambuco (1996), mestrado em Ciências da Computação pela Universidade Federal de Pernambuco (2001), MBA em Gestão Empresarial pela Fundação Getúlio Vargas (2007) e é aluna do Doutorado em Engenharia de Software do CESAR School. Atualmente é chefe de gerente de projetos do CENTRO DE ESTUDOS E SISTEMAS AVANCADOS DO RECIFE, responsável pelo PMO da organização, e professora do mestrado profissional em Engenharia de Software da CESAR School. Tem experiência na área de Ciência da Computação, com ênfase em Engenharia de Software, atuando principalmente nos seguintes temas: gestão de projetos, programas e portfólio, PMO, agilidade.",05-07-2022,CENTRO DE ESTUDOS E SISTEMAS AVANCADOS DO RECIFE,
