ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
5756448621189624,Rafael Rattes Lima Rocha de Aguiar,Aguiar,"RATTES, R. A.",Recife,PE,"Doutorando em Design (UFPE), docente dos cursos de Bacharelado e Especialização (DIPAD), docente e vice-coordenador do Mestrado Profissional em Design da C.E.S.A.R. School (Recife-PE). Membro do NDE do curso de Bacharel em Design da C.E.S.A.R. School. Atuou como professor dos cursos de Design de Interiores e Arquitetura &amp; Urbanismo da Faculdade de Ciências Humanas - ESUDA, além de ter sido professor substituto do curso de Design (UFPE) no Centro Acadêmico do Agreste - Caruaru-PE. É mestre em Design pela Universidade Federal de Pernambuco. Graduado em Design pela Universidade Federal de Pernambuco. Formado no curso técnico de Design de Interiores pelo SENAC-PE.  Fundador do BI/OS, obtendo experiência com startup na área de arquitetura e design, além de ampla atuação por anos em escritórios de arquitetura na cidade do Recife e Caruaru. Atualmente tem interesse em pesquisas de Design de Produto e Arquitetura com foco em Interfaces Ubíquas, Biomimética, Metadesign, Design de Interfaces, Experiência do Usuário, IoT, Design de Interação, Emergência, Fabricação Digital e Design social.",19-09-2022,,https://orcid.org/0000-0003-0143-0371
