ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
8321550132839963,Alexandre Henrique Kavalerski Teixeira,Teixeira,"TEIXEIRA, A. H. K.",Araguatins,TO,"Tocantinense de Araguatins, trabalho como Engenheiro de Software no CESAR e curso Mestrado em Ciência da Computação no CIn-UFPE.&amp;#10;&amp;#10;Ao longo da minha vida acadêmica fui vencedor do Prêmio Jovem Cientista da XVI Jornada Científica do CEULP/ULBRA em 2017 e segundo colocado na FECIT no mesmo ano, além de participar da SBGames 2018 com publicação de papers.&amp;#10;&amp;#10;Durante a graduação pesquisei um pouco sobre Serious Games e atualmente pesquiso sobre Cultura de Inovação em Organizações.&amp;#10;&amp;#10;Já trabalhei como Engenheiro de Software no CEULP/ULBRA entre 2016 e 2019, fui também Professor no curso Técnico em Programação de  Jogos Digitais do PRONATEC entre setembro e outubro de 2019 e Consultor de Projetos de Transformação Digital na TDS Company entre setembro de 2020 e junho de 2021.&amp;#10;&amp;#10;Atualmente trabalho como Engenheiro de Software no C.E.S.A.R e exerço o papel de Embaixador no Programa Campus Mobile, organizado pelo LSI-TEC e Instituto Claro desde 2019.&amp;#10;&amp;#10;Eu adoro conversar, conhecer pessoas, compartilhar ideias e coisas que aprendo. Especialmente gosto de criar e atuar com projetos de impacto na sociedade ligados a tecnologia e inovação.",01-07-2022,,
