ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
6745827031682849,Joao Paulo Magalhaes,Magalhaes,"MAGALHAES, J. P.;MAGALHAES, JOAO PAULO;Magalhaes, Joao Paulo",Recife,PE,"Mestre em Ciências da Computação pelo Centro de Informática da Universidade Federal de Pernambuco (UFPE) em 2010, com foco em visão computacional, aprendizagem de maquinas e processamento de imagens. Possui graduação em Engenharia da Computação também pela UFPE (2008). Desenvolveu pesquisas acadêmicas vinculadas ao VIISAR (Grupo de pesquisas em Visão Computacional da UFPE) e a instituições de pesquisa e desenvolvimento como o Centro de Estudos e Sistemas Avançados do Recife (C.E.S.A.R.), tendo publicado artigos nas áreas de visão computacional, aprendizagem de máquinas, processamento de imagens e dispositivos móveis. &amp;#10;&amp;#10;Com mais de doze anos de experiência profissional, sempre manteve seu trabalho relacionado a pesquisa e desenvolvimento de novas tecnologias, produtos e empresas, com destaque para os mais de 5 anos com dedicação ao C.E.S.A.R. - onde trabalha diretamente com empresas líderes nos mercados nacional e internacional, como a SAMSUNG, Motorola, LG e outras. Atua como líder técnico e de equipes em projetos de pesquisa e desenvolvimento nas áreas de Ciência de Dados, Aprendizagem de Máquinas e novas tecnologias, em geral, como Internet das Coisas e outras. Além disso, também atua como professor em cursos de Graduação, Especialização / Pós Graduação e Extensão em disciplinas técnicas de Aprendizagem de Máquinas e de Inteligência Artificial e Novas Tecnologias, como os Produtos Inteligentes e Conectados, em cursos executivos.&amp;#10;&amp;#10;Tem interesse constante na criação e engenharia de novos produtos e serviços de base tecnológica. Especialista em Aprendizagem de Máquinas. Possui sólida experiência na arquitetura de sistemas distribuídos, principalmente envolvendo dispositivos móveis, embarcados e IoT (Internet das Coisas).&amp;#10;Mantém interesse acadêmico nas áreas de Inteligência e Visão Computacional, Aprendizagem de Máquinas, Ciências de Dados e novas tecnologias em geral.",04-03-2022,CESAR School,
