ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
2968564981079442,Gustavo Henrique da Silva Alexandre,Alexandre,"ALEXANDRE, G. H. S.;ALEXANDRE, GUSTAVO H. S.;ALEXANDRE, GUSTAVO;ALEXANDRE, GUSTAVO H.S.",Rio de Janeiro,RJ,"Doutor em Ciência da Computação pelo Centro de Informática da UFPE - Pesquisando diversos modelos de PBL e suas variações (Problem-Based Learning, Chalenge Based learning, Project Based Learning), suas características, processos e estruturas. Além disso, criou uma ferramenta para apoio ao planejamento da adoção da abordagem PBL para cursos na área de computação (PBL Planner Toolkit). Participou da concepção e formulação da metodologia PBL dos cursos de graduação da CESAR School e foi corresponsável pela capacitação e planejamento do corpo docente. Atua há 4 anos como professor-tutor de PBL em disciplinas para turmas de graduação da área de computação. Participou da concepção e coordenação pedagógica dos programas de Residência de Desenvolvimento em Sistemas Embarcados para a área automotiva e Desenvolvimento em Powertrain, e apoiou no processo PBL nas residências de: Desenvolvimento de Software Linux para Sistemas Embarcados / Desenvolvimento de Software para Gerência de Redes, Residência de Testes Qualcomm os quais fizeram uso da abordagem PBL ao longo dos últimos 7 anos. Atuou em diversos projetos educacionais dando suporte aos alunos e educadores na área de tecnologia para uso em sala de aula. É professor de Metodologia de Pesquisa Científica no Mestrado Profissional de Engenharia de Software do CESAR desde 2013.",04-03-2022,Centro de Estudos e Sistemas Avançados do Recife,
