COURSE,YEAR,INTEGRANTES
Workshop on Scalability and Sustainability of Learning Analytics Solutions,2019,"['Tom Broos', 'Dragan Gasevic', 'Abelardo Pardo', 'Hendrik Drachsler', 'Rafael Ferreira Leite de Mello', 'Katrien Verbert', 'Tinne De Laet']"
