ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
7811242577429090,Gabor Sipkoi Kellermann,Kellermann,"SIPKOI, G.",Ankara,,"Engenheiro Eletrônico formado pela Universidade Federal de Pernambuco - UFPE em 2002. Possui mestrado em engenharia de sistemas com foco em arquitetura de computadores pela Universidade de Pernambuco - UPE em 2015. &amp;#10;Atualmente atua como engenheiro de software consultor no Centro de Estudos e Sistemas Avançados do Recife - CESAR. Tem experiência em desenvolvimento de hardware e firmware para sistemas embarcados de tempo real. Possui, também, experiencia de de coordenação e gerencia de atividades de pesquisa e desenvolvimento.",05-07-2022,Centro de Estudos e Sistemas Avançados do Recife,
