ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
5021063332240818,Diocleciano Dantas Neto,Neto,"DANTAS NETO, D.;DIOCLECIANO NETO",Recife,PE,"Possui graduação em Engenharia da Computação pela Universidade Federal de Pernambuco (2012), atuando principalmente nos seguintes temas: redes de comunicação, redes de computadores, eficiência de códigos, códigos de Huffman, teoria da informação e codificação de fonte. Mestre em Ciências da Computação pela Universidade Federal de Pernambuco (2017) com área de concentração em sistemas de comunicação veiculares.",19-09-2022,,
