ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
5546309333034464,Esdras Souto Costa,Costa,"COSTA, E. S.;COSTA, E.;COSTA, ESDRAS.;ESDRAS",Paulista,PE,"Mestre em Ciência da Computação pela Universidade Federal de Pernambuco com ênfase em Inteligência Artificial, Meta Aprendizado e Visão Computacional. Graduado em Análise e Desenvolvimento de Sistemas pela UNIBRATEC. Atua como Engenheiro de Sistemas e Pesquisador no CESAR, trabalhando com os mais diversos tipos de software, ferramentas e tecnologias. Seus interesses de pesquisa são: inteligência artificial, visão computacional, rendes neurais, aprendizado de máquina, aprendizagem profunda, meta aprendizado e processamento de imagens.",23-05-2022,,https://orcid.org/0000-0002-4190-8993
