ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
8635639989103523,Nilson Valdevino Soares,Soares,"SOARES, Nilson;SOARES, Nilson Valdevino;SOARES, Nilson V.;SOARES, N. V.",Recife,PE,"Docente do Programa de Pós-graduação em Design de Artefatos Digitais da CESAR School Manaus e também dos cursos de &amp;quot;Mestrado Profissional em Design&amp;quot;, &amp;quot;Bacharelado em Design&amp;quot; e &amp;quot;Especialização em Design de Interação para Artefatos Digitais&amp;quot; da CESAR School Recife. Membro do Núcleo de Pesquisa em Hipermídia e Games.&amp;#10;&amp;#10;Doutor em Tecnologias da Inteligência e Design Digital pela Pontifícia Universidade Católica de São Paulo (2019). Mestre em Comunicação pela Universidade Federal de Pernambuco (2009). Graduado em Comunicação Social - Jornalismo pela Universidade Federal de Pernambuco (2004).  &amp;#10;&amp;#10;Possui interesse em estudos na áreas de cibercultura e novas mídias, game studies e design de jogos, bem como nos aspectos sociais, culturais e de desenvolvimento dos jogos (digitais ou não).&amp;#10;&amp;#10;Tem experiência na área de Comunicação (com ênfase em jogos, mundos virtuais, novas tecnologias e cibercultura) e Educação (com atividades de ensino e pesquisa ligadas ao game design, cultura e história dos jogos digitais, processos de gamificação e história do design).",24-08-2022,,https://orcid.org/0000-0002-3260-1543
