ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
5862330768739698,Ana Paula Carvalho Cavalcanti Furtado,Furtado,"CAVALCANTI, A. P. C.;FURTADO, ANA PAULA CAVALCANTI;FURTADO, ANA;CARVALHO CAVALCANTI, ANA PAULA;FURTADO, ANA PAULA;FURTADO, ANA PAULA C. CAVALCANTI;PAULA FURTADO, ANA;FURTADO, ANA PAULA C.",São Luis,MA,"Doutora em Ciência da Computação pela  pela Universidade Federal de Pernambuco, Graduada em Ciências da Computação pela Universidade Estadual do Ceará - UECE e Mestre em Ciências da Computação também pela Universidade Federal de Pernambuco - UFPE. Tem experiência aplicada em TIC com ênfase em Engenharia de Software, atuando principalmente nos seguintes temas: teste, análise e projeto de sistemas, qualidade de software, processo de desenvolvimento de software, gerência de projetos, educação corporativa e avaliação do processo e produto. Durante o doutorado, teve a oportunidade de desenvolver sua pesquisa na Open University - Inglaterra, onde pode aprofundar os conhecimentos práticos da automação de teste em empresas do Reino Unido, consolidando a visão sistemática para a abordagem de sua pesquisa de doutorado. Com mais de 15 anos de prática no mercado, já atuou em empresas de pequeno, médio e grande porte. Consultora de processos e melhoria da qualidade do SOFTEX/Recife, com foco no MPT.Br e MPS.Br. Professora da Universidade Federal Rural de Pernambuco - UFRPE e também professora convidada dos programas de mestrado e doutorado da CESAR SCHOOL.",20-04-2022,Centro de Tecnologia de Software para Exportação do Recife,https://orcid.org/0000-0002-5439-5314
