ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
4178418834498425,Ricardo Cesar de Andrade,Andrade,"ANDRADE, R. C.;DE ANDRADE, RICARDO CESAR",Jaboatão,PE,"Possui graduação em FÍSICA BACHARELADO pela Universidade Federal de Pernambuco (2005), mestrado em Tecnologias Energéticas Nucleares pela Universidade Federal de Pernambuco (2007) e doutorado em TECNOLOGIAS ENERGÉTICAS E NUCLEARES pela Universidade Federal de Pernambuco (2016). Atualmente é professor da CESAR School, lecionando na disciplina de matemática para computação, lógica matemática para computação e Estatística e Probabilidade para computação. Tendo mais de dois anos de experiência de ensino a distância.",04-03-2022,,
