ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
7826684861425562,Rodrigo Diego Melo Amorim,Amorim,VAZIO,Petrolina,PE,"Bacharel e mestre em Ciência da Computação pela Universidade Federal de Pernambuco. Atualmente é pesquisador do Grupo de Pesquisa em Redes e Telecomunicações. Tem experiência na área de Ciência da Computação, com ênfase em Redes de Computadores, Segurança da Informação e Dispositivos Móveis.",22-02-2018,Universidade Federal de Pernambuco,VAZIO
