ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
6943299265770478,Ana Carolina Candido de Melo,Melo,"MELO, A. C. C.;DE MELO, ANA CAROLINA CANDIDO;MELO, ANA",Recife,PE,"Atualmente é Professora de Programação no curso de Ciência da Computação da CESAR School; Doutoranda pelo Programa de Pós-Graduação em Engenharia de Computação (PPGEC) da Universidade de Pernambuco (UPE), realizando pesquisas sobre Dívida Técnica no desenvolvimento de software; Mestra em Engenharia da Computação (PPGEC-UPE); Integrante do grupo de pesquisa  REACT Research Labs; e Bacharela em Sistemas de Informação pela Universidade Federal Rural de Pernambuco (UFRPE-UAST).",26-12-2022,,https://orcid.org/0000-0003-4608-0651
