ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
3539280723617206,Denny Anderson Farias Costa,Costa,"COSTA, D. A. F.;A. F. COSTA, D.;A. F. COSTA, DENNY",Recife,PE,"Mestre em Indústrias Criativas pela Universidade Católica de Pernambuco e graduado em Jornalismo na Universidade Federal de Pernambuco. Tem como áreas de interesse: future studies, design crítico especulativo, mídia ubíqua e pervasiva, experiências ampliadas de comunicação e mobilidade informacional na pós-humanidade. Como projeto de conclusão de curso, escreveu um livro-reportagem com histórias de pessoas que tiveram a vida modificada pela visão. No mestrado, dissertou sobre sistemas de recomendação exercendo curadoria de informação ao microposicionar conteúdos geoetiquetados. Sua experiência profissional vai desde produtor, repórter e âncora em passagens por grandes redações de jornalismo como Rádio CBN, Rádio Globo e TV Globo, com produções para o Jornal Nacional, Fantástico e Globo News. Atua também como sócio e COO de uma agência de marketing digital e mídia de performance. Atualmente é professor no Centro de Estudos e Sistemas Avançados do Recife (CESAR). Enquanto jornalista, conquistou prêmios regionais e nacionais como o Prêmio Cristina Tavares, Prêmio Fecomércio, Prêmio Sebrae e Prêmio Petrobrás de Jornalismo, além de ser finalista do Prêmio CNI de Jornalismo em Brasília.",13-09-2022,,https://orcid.org/0000-0003-2352-6411
