ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
4651010046727324,Pietra Regina Moreira Ranucci,Ranucci,"RANUCCI, P. R. M.",,,"Sou graduada em Administração de Empresas com ênfase em Marketing pela UFRGS. Tenho Especialização de Design Centrado no Usuário - Design de Serviço e MBA em Marketing Digital com ênfase em Neuromarketing pela Universidade Positivo. &amp;#10;&amp;#10;Atualmente sou mestranda em Design pela CESAR School e professora da Especialização em Design de Interação para Artefatos Digitais, também pela CESAR School.",02-09-2022,,
