NATUREZA,TITULO,ANO,PAIS,IDIOMA,NOME-DO-CANDIDATO,CODIGO_INSTITUICAO,NOME-DA-INSTITUICAO,NOME-DO-CURSO
Graduação,Texturas Mutantes dos Muros do Recife: Análise Gráfica dos Cartazes de Lambe-lambe da Cidade do Recife,2012,Brasil,Português,Raphaella Carneiro Lomônaco,002100000009,Universidade Federal de Pernambuco,Design
