ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
8668875075504449,José Carlos Porto Arcoverde Junior,Junior,"ARCOVERDE, J. C. P.;MABUSE, H.D.;Arcoverde Junior, José Carlos Porto;ARCOVERDE JUNIOR, JOSÉ CARLOS PORTO",Recife,PE,"Conhecido pelo pseudônimo de H.D. Mabuse desenvolve estudos e projetos com foco em colaboração, comportamentos emergentes, e remix de várias linguagens nas áreas das artes visuais, design e música. Desde 2007 participa do grupo Autom.ato. Foi um dos fundadores do Re:combo, onde atuou de 2001 até 2008, período no qual teve projetos com o coletivo selecionados para exposições no Instituto Cultural Itaú, MAMAM, Walker Art Center e Centro Cultural Banco do Brasil.&amp;#10;&amp;#10;É consultor em design do C.E.S.A.R, onde desenvolve projetos com o conceito de design centrado no usuário, com foco em colaboração, design e sustentabilidade.",09-08-2021,Centro de Estudos e Sistemas Avançados do Recife,https://orcid.org/0000-0002-6866-0916
