ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
5161255861654045,Henrique Braga Foresti,Foresti,"FORESTI, H. B.",Varginha,MG,"Cursou a Escola Técnica de Eletrônica  ETE &amp;quot;FMC&amp;quot; (de 1994 à 1996), possui  graduação em Ciência da Computação pela Universidade do Estado de Minas Gerais (2001) e mestrado em Engenharia Mecânica pela Universidade Federal de Pernambuco (2006).  É Professora da CESAR School, dealizador da plataforma robótica livre - Robô Livre e Engenheiro de Sistemas no CESAR. Conduziu diversas pesquisas sobretudo na área de Robótica, Eletrônica Embarcada e Veículo Aéreos não Tripulados acreditados por diversas Empresas e Órgãos de Fomento.",12-07-2022,Centro de Estudos e Sistemas Avançados do Recife,
