ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
6137784444858483,Marcos de Souza Oliveira,Oliveira,"OLIVEIRA, M. S.;OLIVEIRA, MARCOS DE SOUZA;SOUZA, MARCUS;OLIVEIRA, MARCOS DE S.",,,"Possui graduação em Ciência da Computação pela Faculdade dos Guararapes (2014), especialização em Engenharia de Software pela Universidade de Pernambuco (2016), mestrado  em Ciências da Computação pela Universidade Federal de Pernambuco (2018) e doutorando  em Ciências da Computação pela Universidade Federal de Pernambuco (2020). Atualmente é cientista de dados e engenheiro de software do Centro de Estudos e Sistemas Avançados do Recife (CESAR). Tem experiência na área de Ciência da Computação, com ênfase em Inteligência Computacional e machine learning, atuando principalmente nos seguintes temas: clustering, feature selection, genetic algorithms e particle swarm optimization.",15-07-2022,,https://orcid.org/0000-0003-0923-8691
