ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
2090354558590542,Rodrigo Rios de Larrazabal,Larrazabal,"LARRAZABAL, R. R.",Recife,PE,"Graduado em Design pelo IFPE (2006), especialista em Design da Informação pela UFPE (2009) e mestre em Design de artefatos digitais pelo C.E.S.A.R.(2017). Rodrigo Rios é Design Thinker certificado pelo Design Thinkers Academy Brasil, professor de graduação e pós-graduação e já lecionou nas faculdades IBRATEC, UNIFAVIP, UNIFG e UNINABUCO. Além de ter experiência profissional de mercado, onde já trabalhou em escritórios de design e agências de publicidade como Italo Bianchi e Atma Bianchi. Hoje é professor da graduação de Design da CESAR School pela manhã e à tarde empreende em um estúdio de design, Artemis Estúdio de Ideias (www.artemis.rec.br).",07-12-2022,Centro de Estudos e Sistemas Avançados do Recife,
