NATUREZA,TITULO,ANO,PAIS,IDIOMA,NOME-DO-CANDIDATO,CODIGO_INSTITUICAO,NOME-DA-INSTITUICAO,NOME-DO-CURSO
Graduação,Towards Coherent Single-Document Automatic Text Summarization: An Integer Linear Programming-based Approach,2017,Brasil,Português,Carlos Rodrigo Cordeiro Garcia,033800000001,Universidade Federal Rural de Pernambuco,Ciência da Computação
Graduação,Acompanhamento de alunos em ambientes virtuais de aprendizagem: uma proposta baseada em sistemas tutores inteligentes,2017,Brasil,Português,Daniel Cirne Vilas-Boas dos Santos,033800000001,Universidade Federal Rural de Pernambuco,Ciência da Computação
Graduação,Utilização de redes bayesianas para avaliação de riscos universais em projetos de software,2017,Brasil,Português,Iago Luiz Teixeira de Moraes,033800000001,Universidade Federal Rural de Pernambuco,Ciência da Computação
Graduação,Supervised Learning using Sparse and Dense Features Representation: A comparative Study in Sentiment Analysis,2017,Brasil,Inglês,Giovanni Paolo Santos de Carvalho,033800000001,Universidade Federal Rural de Pernambuco,Ciência da Computação
Graduação,Classificação de DOcumentos de Identifição com Redes Neurais Convolucionais,2019,Brasil,Português,Alessandro Nazário da Rocha,033800000001,Universidade Federal Rural de Pernambuco,Ciência da Computação
Graduação,Um estudo comparativo de técnicas para a classificação contextual de companhia para sistemas de recomendação sensíveis a contexto,2019,Brasil,Português,DOUGLAS HENRIQUE SANTANA DA SILVA,033800000001,Universidade Federal Rural de Pernambuco,Ciência da Computação
Graduação,Predição de Vitória em Partidas de Dota 2 Através de Aprendizado Supervisionado,2019,Brasil,Português,Tarcio Francisco Passos Silva,033800000001,Universidade Federal Rural de Pernambuco,Ciência da Computação
Graduação,Um estudo comparativo de técnicas para classificação contextual de companhia para sistemas de recomendação sensíveis a contexto,2019,Brasil,Português,Douglas Henrique Santana da Silva,033800000001,Universidade Federal Rural de Pernambuco,Ciência da Computação
Graduação,Portuguese Neural Text Simplification using Machine Translation,2021,Brasil,Português,Tiago Barbosa de Lima,033800000001,Universidade Federal Rural de Pernambuco,Ciência da Computação
