ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
9180009742540735,Marcello Caldas Bressan,Bressan,"BRESSAN, M. C.;Bressan, Marcello Caldas;Bressan, Marcello C.;BRESSAN, Marcello Caldas;CALDAS BRESSAN, MARCELLO",Jaboatão dos Guararapes,PE,"Marcello Bressan é Consultor de Qualificação no CESAR, e é um dos futuristas fundadores da Futuring Today. É fotógrafo formado na Spéos - Paris Photographic Institute, graduado em Comunicação Social - Publicidade e Propaganda pela Faculdades Integradas AESO Barros Melo, com especialização em Administração de Marketing pela Universidade de Pernambuco (UPE) e Mestre pelo Mestrado Profissional em Design do CESAR, onde também é professor.",25-10-2022,Centro de Estudos e Sistemas Avançados do Recife,https://orcid.org/0000-0002-2749-3154
